Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,SimplOverallQual,SimplOverallCond,SimplPoolQC,SimplGarageCond,SimplGarageQual,SimplFireplaceQu,SimplFunctional,SimplKitchenQual,SimplHeatingQC,SimplBsmtFinType1,SimplBsmtFinType2,SimplBsmtCond,SimplBsmtQual,SimplExterCond,SimplExterQual,OverallGrade,GarageGrade,ExterGrade,KitchenScore,FireplaceScore,GarageScore,PoolScore,SimplOverallGrade,SimplExterGrade,SimplPoolScore,SimplGarageScore,SimplFireplaceScore,SimplKitchenScore,TotalBath,AllSF,AllFlrsSF,AllPorchSF,HasMasVnr,BoughtOffPlan
1283,SC20,RL,61.0,8800,2,,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4.0,3.0,1.0,2.0,532,3.0,144,364,1040,GasA,3,Y,SBrkr,1040,0,0,1040,0,0,2,0,3,1,4,5,8,0,,Detchd,1977.0,Unf,2,484,3.0,3.0,2,0,0,0,0,288,0,,,,0,Sep,2009,WD,Normal,150500,2,3,,1.0,1.0,,4,2,1,1.0,1.0,1.0,2.0,1,1,35,9.0,9,4,,1452.0,,6,1,,484.0,,2,2.0,2080,1040,288,0.0,0
1284,SC90,RL,94.0,9400,2,,4,Low,4,Corner,3,Mitchel,Norm,Norm,Duplex,2Story,6,5,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,3,3,CBlock,3.0,3.0,2.0,1.0,0,1.0,0,912,912,GasA,3,Y,SBrkr,912,912,0,1824,0,0,2,2,4,2,3,8,8,0,,,,,0,0,,,2,128,0,0,0,0,0,,,,0,Apr,2010,WD,Normal,139000,2,2,,,,,4,1,1,1.0,1.0,1.0,1.0,1,1,30,,9,6,,,,4,1,,,,2,3.0,2736,1824,0,0.0,0
1285,SC50,RL,50.0,9638,2,,4,Lvl,4,Inside,3,SWISU,Feedr,Norm,1Fam,1.5Fin,6,7,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,PConc,3.0,3.0,0.0,1.0,0,1.0,0,804,804,GasA,5,Y,SBrkr,1699,748,0,2447,0,0,2,0,4,1,4,10,6,1,4.0,Detchd,1969.0,Unf,1,336,3.0,3.0,2,272,0,42,0,116,0,,,,0,Mar,2010,WD,Normal,169000,2,3,,1.0,1.0,2.0,3,2,2,1.0,1.0,1.0,1.0,1,1,42,9.0,9,4,4.0,1008.0,,6,1,,336.0,2.0,2,2.0,3251,2447,158,0.0,0
1286,SC50,RM,50.0,6000,2,,4,Lvl,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,3.0,3.0,0.0,1.0,0,1.0,0,780,780,GasA,5,Y,FuseF,825,587,0,1412,0,0,1,0,4,1,3,6,8,1,4.0,Detchd,1939.0,Unf,1,280,3.0,3.0,2,45,0,0,0,0,0,,,,0,May,2009,WD,Normal,132500,2,2,,1.0,1.0,2.0,4,1,2,1.0,1.0,1.0,1.0,1,1,36,9.0,6,3,4.0,840.0,,4,1,,280.0,2.0,1,1.0,2192,1412,0,0.0,0
1287,SC20,RL,,9790,2,,4,Lvl,4,Inside,3,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,3,3,CBlock,3.0,3.0,0.0,5.0,569,3.0,81,678,1328,GasA,3,Y,SBrkr,1328,0,0,1328,1,0,1,1,3,1,3,6,8,2,4.0,Attchd,1963.0,Unf,2,528,3.0,3.0,2,0,26,0,0,0,0,,,,0,Jun,2010,WD,Normal,143000,2,2,,1.0,1.0,2.0,4,1,1,2.0,1.0,1.0,1.0,1,1,30,9.0,9,3,8.0,1584.0,,4,1,,528.0,4.0,1,2.5,2656,1328,26,1.0,0
1288,SC20,RL,,36500,2,,3,Low,4,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,3,4,CBlock,3.0,3.0,2.0,3.0,812,1.0,0,812,1624,GasA,2,Y,SBrkr,1582,0,0,1582,0,1,2,0,4,1,3,7,8,0,,Attchd,1964.0,Unf,2,390,3.0,3.0,0,168,198,0,0,0,0,,,,0,Jun,2006,WD,Normal,190000,2,2,,1.0,1.0,,4,1,1,1.0,1.0,1.0,1.0,2,1,25,9.0,12,3,,1170.0,,4,2,,390.0,,1,2.5,3206,1582,198,1.0,0
1289,SC120,RL,40.0,5664,2,,3,Lvl,4,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4.0,3.0,0.0,6.0,1158,1.0,0,343,1501,GasA,5,Y,SBrkr,1659,0,0,1659,1,0,2,0,2,1,5,5,8,1,5.0,Attchd,2000.0,Fin,2,499,3.0,3.0,2,212,59,0,0,0,0,,,,0,Oct,2009,WD,Normal,278000,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,40,9.0,12,5,5.0,1497.0,,6,2,,499.0,2.0,2,3.0,3160,1659,59,0.0,0
1290,SC60,RL,86.0,11065,2,,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,4,3,PConc,4.0,3.0,1.0,1.0,0,1.0,0,1085,1085,GasA,5,Y,SBrkr,1120,850,0,1970,0,0,2,1,3,1,5,8,8,1,4.0,BuiltIn,2006.0,Fin,3,753,3.0,3.0,2,177,74,0,0,0,0,,,,0,Oct,2006,New,Partial,281000,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,1.0,2.0,1,2,40,9.0,12,5,4.0,2259.0,,6,2,,753.0,2.0,2,2.5,3055,1970,74,1.0,1
1291,SC80,RL,,14112,2,,3,Lvl,4,Corner,3,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,3,3,PConc,3.0,3.0,2.0,6.0,1014,1.0,0,138,1152,GasA,3,Y,SBrkr,1152,0,0,1152,1,0,1,0,3,1,3,6,8,1,4.0,Attchd,1964.0,RFn,2,484,3.0,3.0,2,227,0,0,0,0,0,,,,0,Apr,2010,WD,Normal,180500,2,3,,1.0,1.0,2.0,4,1,1,2.0,1.0,1.0,1.0,1,1,35,9.0,9,3,4.0,1452.0,,6,1,,484.0,2.0,1,2.0,2304,1152,0,1.0,0
1292,SC160,RM,21.0,1680,2,,4,Lvl,4,Inside,3,BrDale,Norm,Norm,Twnhs,2Story,5,7,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,3,3,CBlock,3.0,3.0,0.0,5.0,231,1.0,0,399,630,GasA,3,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,3,6,8,0,,Detchd,1972.0,Unf,1,264,3.0,3.0,2,185,0,0,0,0,0,,,,0,Feb,2009,WD,Normal,119500,2,3,,1.0,1.0,,4,1,1,2.0,1.0,1.0,1.0,1,1,35,9.0,9,3,,792.0,,6,1,,264.0,,1,2.5,1932,1302,0,1.0,0
1293,SC70,RM,60.0,6600,2,,4,Lvl,4,Corner,3,OldTown,Norm,Norm,1Fam,2Story,5,4,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,Stone,3.0,3.0,0.0,1.0,0,1.0,0,994,994,GasA,3,N,SBrkr,1378,994,0,2372,0,0,2,0,4,2,3,11,6,0,,Attchd,1985.0,RFn,1,432,3.0,3.0,2,0,287,0,0,0,0,,,,0,Dec,2009,WD,Normal,107500,2,2,,1.0,1.0,,3,1,1,1.0,1.0,1.0,1.0,1,1,20,9.0,9,6,,1296.0,,4,1,,432.0,,2,2.0,3366,2372,287,0.0,0
1294,SC60,RL,78.0,10140,2,,4,Lvl,4,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,0.0,6.0,194,1.0,0,638,832,GasA,3,Y,SBrkr,832,832,0,1664,0,0,2,1,4,1,3,8,8,1,3.0,Attchd,1976.0,RFn,2,528,3.0,3.0,2,0,28,0,0,259,0,,GdWo,,0,Mar,2006,WD,Normal,162900,3,2,,1.0,1.0,1.0,4,1,1,2.0,1.0,1.0,2.0,1,1,35,9.0,9,3,3.0,1584.0,,6,1,,528.0,1.0,1,2.5,2496,1664,287,0.0,0
1295,SC20,RL,60.0,8172,2,,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,167,1.0,0,697,864,GasA,3,Y,SBrkr,864,0,0,864,1,0,1,0,2,1,3,5,8,0,,Detchd,1957.0,Unf,2,572,3.0,3.0,0,0,0,0,0,0,0,,,,0,Apr,2006,WD,Normal,115000,2,3,,1.0,1.0,,4,1,1,1.0,1.0,1.0,1.0,1,1,35,9.0,9,3,,1716.0,,6,1,,572.0,,1,2.0,1728,864,0,0.0,0
1296,SC20,RL,70.0,8400,2,,4,Lvl,4,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,3,CBlock,3.0,3.0,2.0,4.0,1016,1.0,0,36,1052,GasA,4,Y,SBrkr,1052,0,0,1052,1,0,1,1,3,1,3,5,8,0,,Attchd,1968.0,RFn,1,288,3.0,3.0,2,356,0,0,0,0,0,,GdWo,,0,Nov,2006,WD,Normal,138500,2,2,,1.0,1.0,,4,1,2,2.0,1.0,1.0,1.0,1,1,25,9.0,9,3,,864.0,,4,1,,288.0,,1,2.5,2104,1052,0,1.0,0
1297,SC20,RL,80.0,8700,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,3,4,CBlock,3.0,3.0,1.0,5.0,776,1.0,0,344,1120,GasA,4,Y,SBrkr,1128,0,0,1128,1,0,2,0,3,1,3,6,8,0,,Attchd,1963.0,RFn,2,525,3.0,3.0,2,192,20,123,0,0,0,,MnPrv,,0,Dec,2008,WD,Normal,155000,2,2,,1.0,1.0,,4,1,2,2.0,1.0,1.0,1.0,2,1,30,9.0,12,3,,1575.0,,4,2,,525.0,,1,3.0,2248,1128,143,1.0,0
1298,SC180,RM,35.0,3675,2,,4,Lvl,4,Inside,3,Edwards,Norm,Norm,TwnhsE,SFoyer,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,3,3,PConc,4.0,3.0,3.0,6.0,547,1.0,0,0,547,GasA,4,Y,SBrkr,1072,0,0,1072,1,0,2,0,2,1,3,5,8,0,,Basment,2005.0,Fin,2,525,3.0,3.0,2,0,44,0,0,0,0,,,,0,Jun,2006,New,Partial,140000,2,2,,1.0,1.0,,4,1,2,2.0,1.0,1.0,2.0,1,1,30,9.0,9,3,,1575.0,,4,1,,525.0,,1,3.0,1619,1072,44,1.0,1
1299,SC60,RL,313.0,63887,2,,1,Bnk,4,Corner,3,Edwards,Feedr,Norm,1Fam,2Story,10,5,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,5,3,PConc,5.0,3.0,3.0,6.0,5644,1.0,0,466,6110,GasA,5,Y,SBrkr,4692,950,0,5642,2,0,2,1,3,1,5,12,8,3,4.0,Attchd,2008.0,Fin,2,1418,3.0,3.0,2,214,292,0,0,0,480,3.0,,,0,Jan,2008,New,Partial,160000,3,2,2.0,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,50,9.0,15,5,12.0,4254.0,1440.0,6,2,960.0,1418.0,6.0,2,4.5,11752,5642,292,1.0,1
1300,SC20,RL,75.0,7500,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,0.0,2.0,340,3.0,906,0,1246,GasA,5,Y,SBrkr,1246,0,0,1246,1,0,1,1,3,1,4,6,8,0,,Attchd,1959.0,RFn,1,305,3.0,3.0,2,218,0,0,0,0,0,,GdPrv,,0,May,2010,WD,Normal,154000,2,3,,1.0,1.0,,4,2,2,1.0,1.0,1.0,1.0,1,1,35,9.0,9,4,,915.0,,6,1,,305.0,,2,2.5,2492,1246,0,0.0,0
1301,SC60,RL,,10762,2,,3,Lvl,4,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,4,3,PConc,4.0,3.0,0.0,6.0,694,1.0,0,284,978,GasA,5,Y,SBrkr,1005,978,0,1983,0,0,2,1,3,1,4,9,8,1,3.0,Attchd,1999.0,Fin,2,490,3.0,3.0,2,0,0,0,0,0,0,,,,0,May,2009,WD,Normal,225000,3,2,,1.0,1.0,1.0,4,2,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4,3.0,1470.0,,6,2,,490.0,1.0,2,2.5,2961,1983,0,0.0,0
1302,SC70,RL,,7500,2,,3,Bnk,4,Inside,3,Crawfor,Norm,Norm,1Fam,2Story,6,7,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,4.0,547,1.0,0,224,771,GasA,2,Y,SBrkr,753,741,0,1494,0,0,1,0,3,1,4,7,8,2,4.0,Attchd,1942.0,Unf,1,213,3.0,3.0,1,0,0,0,0,224,0,,,,0,Nov,2009,WD,Normal,177500,2,3,,1.0,1.0,2.0,4,2,1,2.0,1.0,1.0,1.0,1,1,42,9.0,9,4,8.0,639.0,,6,1,,213.0,4.0,2,1.0,2265,1494,224,0.0,0
1303,SC60,RL,92.0,10120,2,,4,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,4,3,PConc,4.0,3.0,0.0,6.0,740,1.0,0,425,1165,GasA,5,Y,SBrkr,1203,1323,0,2526,1,0,2,1,4,1,4,8,8,1,3.0,Attchd,1994.0,RFn,3,844,3.0,3.0,2,309,78,0,0,0,0,,,,0,Dec,2006,WD,Normal,290000,3,2,,1.0,1.0,1.0,4,2,2,2.0,1.0,1.0,2.0,1,2,40,9.0,12,4,3.0,2532.0,,6,2,,844.0,1.0,2,3.5,3691,2526,78,1.0,0
1304,SC20,RL,73.0,8688,2,,4,Lvl,4,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,4,3,PConc,4.0,3.0,2.0,1.0,0,1.0,0,1616,1616,GasA,5,Y,SBrkr,1616,0,0,1616,0,0,2,0,3,1,4,7,8,0,,Attchd,2005.0,RFn,3,834,3.0,3.0,2,208,59,0,0,0,0,,,,0,Apr,2006,WD,Normal,232000,3,2,,1.0,1.0,,4,2,2,1.0,1.0,1.0,2.0,1,2,35,9.0,12,4,,2502.0,,6,2,,834.0,,2,2.0,3232,1616,59,1.0,0
1305,SC160,RM,32.0,3363,2,,4,Lvl,4,Inside,3,Edwards,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,4,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,976,976,GasA,5,Y,SBrkr,976,732,0,1708,0,0,2,0,3,1,4,7,4,0,,Detchd,2004.0,Unf,2,380,3.0,3.0,2,0,40,0,0,0,0,,,,0,Apr,2006,WD,Normal,130000,3,2,,1.0,1.0,,2,2,2,1.0,1.0,1.0,2.0,1,2,35,9.0,12,4,,1140.0,,6,2,,380.0,,2,2.0,2684,1708,40,1.0,0
1306,SC20,RL,108.0,13173,2,,3,Lvl,4,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5.0,3.0,0.0,6.0,1572,1.0,0,80,1652,GasA,5,Y,SBrkr,1652,0,0,1652,1,0,2,0,2,1,5,6,8,2,5.0,Attchd,2006.0,Fin,2,840,3.0,3.0,2,404,102,0,0,0,0,,,,0,Nov,2009,WD,Normal,325000,3,2,,1.0,1.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,45,9.0,12,5,10.0,2520.0,,6,2,,840.0,4.0,2,3.0,3304,1652,102,1.0,0
1307,SC120,RL,48.0,6955,2,,3,Lvl,4,Inside,3,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94.0,4,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,1368,1368,GasA,5,Y,SBrkr,1368,0,0,1368,0,0,2,0,2,1,4,6,8,1,4.0,Attchd,2005.0,RFn,2,474,3.0,3.0,2,132,35,0,0,0,0,,,,0,Sep,2006,New,Partial,202500,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,1.0,2.0,1,2,35,9.0,12,4,4.0,1422.0,,6,2,,474.0,2.0,2,2.0,2736,1368,35,1.0,1
1308,SC20,RL,60.0,8072,2,,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4.0,4.0,0.0,5.0,746,1.0,0,244,990,GasA,5,Y,SBrkr,990,0,0,990,1,0,1,0,3,1,3,5,8,0,,Detchd,2000.0,Unf,2,480,3.0,3.0,2,0,64,0,0,0,0,,,,0,May,2009,WD,Normal,138000,2,2,,1.0,1.0,,4,1,2,2.0,1.0,2.0,2.0,2,1,25,9.0,12,3,,1440.0,,4,2,,480.0,,1,2.0,1980,990,64,0.0,0
1309,SC20,RM,100.0,12000,2,,4,Lvl,4,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1948,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,0.0,6.0,144,5.0,608,172,924,GasA,5,Y,SBrkr,1122,0,0,1122,1,0,1,0,2,1,4,6,8,0,,Attchd,1948.0,Unf,2,528,3.0,3.0,2,0,36,0,0,0,0,,GdWo,,0,May,2008,WD,Normal,147000,2,3,,1.0,1.0,,4,2,2,2.0,2.0,1.0,1.0,1,1,35,9.0,9,4,,1584.0,,6,1,,528.0,,2,2.0,2046,1122,36,0.0,0
1310,SC20,RL,,7153,2,,4,Lvl,4,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,3,3,CBlock,4.0,3.0,0.0,6.0,1200,1.0,0,78,1278,GasA,4,Y,SBrkr,1294,0,0,1294,1,0,2,0,3,1,4,6,8,0,,Attchd,1991.0,RFn,2,496,3.0,3.0,2,112,51,0,0,0,0,,GdWo,,0,Jun,2008,WD,Normal,179200,2,2,,1.0,1.0,,4,2,2,2.0,1.0,1.0,2.0,1,1,30,9.0,9,4,,1488.0,,4,1,,496.0,,2,3.0,2572,1294,51,1.0,0
1311,SC20,RL,100.0,17500,2,,4,Lvl,4,Inside,3,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,None,0.0,4,4,PConc,4.0,3.0,2.0,6.0,1406,1.0,0,496,1902,GasA,3,Y,SBrkr,1902,0,0,1902,1,0,2,0,3,1,5,7,8,2,3.0,Attchd,1959.0,Fin,2,567,3.0,3.0,2,0,207,162,0,0,0,,,,0,May,2010,WD,Normal,335000,3,3,,1.0,1.0,1.0,4,2,1,2.0,1.0,1.0,2.0,2,2,56,9.0,16,5,6.0,1701.0,,9,4,,567.0,2.0,2,3.0,3804,1902,369,0.0,0
1312,SC20,RL,68.0,8814,2,,4,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,4,3,PConc,4.0,3.0,0.0,6.0,925,1.0,0,349,1274,GasA,5,Y,SBrkr,1274,0,0,1274,1,0,2,0,3,1,4,6,8,0,,Attchd,2005.0,RFn,2,508,3.0,3.0,2,264,98,0,0,0,0,,,,0,Jan,2007,New,Partial,203000,3,2,,1.0,1.0,,4,2,2,2.0,1.0,1.0,2.0,1,2,35,9.0,12,4,,1524.0,,6,2,,508.0,,2,3.0,2548,1274,98,1.0,1
1313,SC60,RL,,9572,2,,3,Lvl,4,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,4,3,PConc,5.0,3.0,0.0,6.0,482,1.0,0,971,1453,GasA,5,Y,SBrkr,1453,1357,0,2810,0,0,2,1,4,1,4,9,8,1,5.0,Attchd,1990.0,RFn,2,750,4.0,4.0,2,500,0,0,0,0,0,,,,0,Jun,2007,WD,Normal,302000,3,2,,2.0,2.0,2.0,4,2,2,2.0,1.0,1.0,2.0,1,2,40,16.0,12,4,5.0,3000.0,,6,2,,1500.0,2.0,2,2.5,4263,2810,0,1.0,0
1314,SC60,RL,108.0,14774,2,,3,Lvl,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,4,3,PConc,4.0,3.0,0.0,1.0,0,1.0,0,1393,1393,GasA,5,Y,SBrkr,1422,1177,0,2599,0,0,2,1,4,1,4,10,8,1,3.0,BuiltIn,1999.0,Fin,3,779,3.0,3.0,2,668,30,0,0,0,0,,,,0,May,2010,WD,Normal,333168,3,2,,1.0,1.0,1.0,4,2,2,1.0,1.0,1.0,2.0,1,2,45,9.0,12,4,3.0,2337.0,,6,2,,779.0,1.0,2,2.5,3992,2599,30,1.0,0
1315,SC20,RL,60.0,8190,2,,4,Lvl,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3.0,3.0,0.0,3.0,732,1.0,0,216,948,GasA,5,Y,SBrkr,948,0,0,948,1,0,1,0,3,1,3,5,8,1,3.0,Detchd,1956.0,Unf,1,280,3.0,3.0,2,0,36,0,0,0,0,,,,0,Oct,2007,WD,Normal,119000,2,2,,1.0,1.0,1.0,4,1,2,1.0,1.0,1.0,1.0,1,1,24,9.0,9,3,3.0,840.0,,4,1,,280.0,1.0,1,2.0,1896,948,36,0.0,0
1316,SC60,RL,85.0,11075,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,2.0,3.0,1.0,5.0,500,2.0,276,176,952,GasA,3,Y,SBrkr,1092,1020,0,2112,0,0,2,1,4,1,3,9,8,2,4.0,Attchd,1969.0,Unf,2,576,3.0,3.0,2,280,0,0,0,0,0,,,,0,Jun,2008,WD,Normal,206900,2,2,,1.0,1.0,2.0,4,1,1,2.0,1.0,1.0,1.0,1,1,30,9.0,9,3,8.0,1728.0,,4,1,,576.0,4.0,1,2.5,3064,2112,0,0.0,0
1317,SC20,RL,61.0,10226,2,,3,Lvl,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,4,3,PConc,5.0,3.0,3.0,1.0,0,1.0,0,1622,1622,GasA,5,Y,SBrkr,1630,0,0,1630,1,0,2,0,3,1,5,8,8,1,4.0,Attchd,2008.0,RFn,3,860,3.0,3.0,2,172,42,0,0,0,0,,,,0,Jan,2009,WD,Normal,295493,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,1.0,2.0,1,2,40,9.0,12,5,4.0,2580.0,,6,2,,860.0,2.0,2,3.0,3252,1630,42,1.0,0
1318,SC120,FV,47.0,4230,2,2.0,4,Lvl,4,Corner,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5.0,4.0,0.0,1.0,0,1.0,0,1352,1352,GasA,5,Y,SBrkr,1352,0,0,1352,0,0,2,0,2,1,4,5,8,1,4.0,Attchd,2006.0,RFn,2,466,3.0,3.0,2,0,241,0,0,0,0,,,,0,Apr,2007,New,Partial,208900,3,2,,1.0,1.0,2.0,4,2,2,1.0,1.0,2.0,2.0,1,2,35,9.0,12,4,4.0,1398.0,,6,2,,466.0,2.0,2,2.0,2704,1352,241,0.0,1
1319,SC20,RL,,14781,2,,2,Lvl,4,CulDSac,3,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,4,3,PConc,4.0,3.0,3.0,1.0,0,1.0,0,1753,1753,GasA,5,Y,SBrkr,1787,0,0,1787,0,0,2,0,3,1,4,7,8,1,3.0,Attchd,2001.0,RFn,3,748,3.0,3.0,2,198,150,0,0,0,0,,,,0,Aug,2006,WD,Normal,275000,3,2,,1.0,1.0,1.0,4,2,2,1.0,1.0,1.0,2.0,1,2,40,9.0,12,4,3.0,2244.0,,6,2,,748.0,1.0,2,2.0,3540,1787,150,1.0,0
1320,SC20,RL,75.0,10215,2,,4,Bnk,4,Inside,3,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,3,3,PConc,3.0,3.0,0.0,5.0,492,1.0,0,372,864,GasA,5,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,3,5,8,0,,Attchd,1954.0,Unf,1,248,3.0,3.0,2,0,0,0,0,0,0,,,,0,Feb,2007,WD,Normal,111000,2,2,,1.0,1.0,,4,1,2,2.0,1.0,1.0,1.0,1,1,20,9.0,9,3,,744.0,,4,1,,248.0,,1,1.0,1812,948,0,1.0,0
1321,SC20,RL,70.0,8400,2,,4,Lvl,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,3,CBlock,3.0,3.0,0.0,5.0,189,3.0,661,628,1478,GasA,4,Y,SBrkr,1478,0,0,1478,1,0,1,1,3,1,3,6,8,2,4.0,Attchd,1957.0,RFn,2,442,3.0,3.0,2,114,0,0,0,216,0,,,,0,Jun,2009,WD,Normal,156500,2,1,,1.0,1.0,2.0,4,1,2,2.0,1.0,1.0,1.0,1,1,18,9.0,9,3,8.0,1326.0,,2,1,,442.0,4.0,1,2.5,2956,1478,216,0.0,0
